12-29-2024T02:27:00.000Z,95109.01000000,95120.17000000,95109.00000000,95119.95000000,5.94960000
12-29-2024T02:30:00.000Z,95119.95000000,95155.98000000,95119.95000000,95140.08000000,15.05454000
12-29-2024T02:33:00.000Z,95140.08000000,95200.00000000,95140.08000000,95165.55000000,8.39319000
12-29-2024T02:36:00.000Z,95165.56000000,95165.56000000,95083.69000000,95083.69000000,10.03053000
12-29-2024T02:39:00.000Z,95083.69000000,95142.40000000,95063.70000000,95142.40000000,10.15206000
12-29-2024T02:42:00.000Z,95142.40000000,95198.95000000,95142.39000000,95170.73000000,14.87945000
12-29-2024T02:45:00.000Z,95170.73000000,95211.88000000,95157.21000000,95157.21000000,6.93517000
12-29-2024T02:48:00.000Z,95157.21000000,95188.40000000,95140.00000000,95174.77000000,13.95566000
12-29-2024T02:51:00.000Z,95174.76000000,95174.77000000,95130.78000000,95130.79000000,9.17008000
12-29-2024T02:54:00.000Z,95130.79000000,95130.79000000,95110.00000000,95128.91000000,10.51652000
12-29-2024T02:57:00.000Z,95128.92000000,95154.50000000,95080.00000000,95154.50000000,29.58305000
12-29-2024T03:00:00.000Z,95154.50000000,95162.71000000,95122.89000000,95122.90000000,8.30453000
12-29-2024T03:03:00.000Z,95122.89000000,95122.90000000,95010.37000000,95037.73000000,14.14437000
12-29-2024T03:06:00.000Z,95037.73000000,95052.00000000,95037.71000000,95050.52000000,3.89673000
12-29-2024T03:09:00.000Z,95050.52000000,95050.52000000,94993.54000000,95019.03000000,8.87630000
12-29-2024T03:12:00.000Z,95019.03000000,95040.56000000,95019.02000000,95032.57000000,7.53266000
12-29-2024T03:15:00.000Z,95032.57000000,95058.58000000,95032.57000000,95038.01000000,8.11539000
12-29-2024T03:18:00.000Z,95038.00000000,95049.53000000,95038.00000000,95038.21000000,4.40364000
12-29-2024T03:21:00.000Z,95038.21000000,95038.21000000,94978.33000000,94986.61000000,14.41258000
12-29-2024T03:24:00.000Z,94986.61000000,95015.04000000,94986.60000000,95015.03000000,5.36350000
12-29-2024T03:27:00.000Z,95015.04000000,95155.77000000,95015.00000000,95124.01000000,26.95611000
12-29-2024T03:30:00.000Z,95124.02000000,95200.00000000,95124.01000000,95199.99000000,5.08756000
12-29-2024T03:33:00.000Z,95200.00000000,95206.47000000,95191.99000000,95206.46000000,4.96197000
12-29-2024T03:36:00.000Z,95206.46000000,95221.69000000,95114.31000000,95119.63000000,10.76827000
12-29-2024T03:39:00.000Z,95119.64000000,95120.07000000,95096.00000000,95110.88000000,4.73182000
12-29-2024T03:42:00.000Z,95110.88000000,95144.59000000,95110.88000000,95144.58000000,5.46512000
12-29-2024T03:45:00.000Z,95144.58000000,95144.59000000,95088.57000000,95112.01000000,10.79793000
12-29-2024T03:48:00.000Z,95112.01000000,95191.33000000,95112.00000000,95156.73000000,9.63567000
12-29-2024T03:51:00.000Z,95156.73000000,95167.85000000,95080.00000000,95166.83000000,31.84541000
12-29-2024T03:54:00.000Z,95166.82000000,95200.00000000,95108.53000000,95199.99000000,21.54993000
12-29-2024T03:57:00.000Z,95200.00000000,95200.00000000,95172.40000000,95172.40000000,8.92525000
12-29-2024T04:00:00.000Z,95172.41000000,95178.72000000,95134.21000000,95140.02000000,5.07357000
12-29-2024T04:03:00.000Z,95140.01000000,95140.02000000,95134.22000000,95138.75000000,5.15449000
12-29-2024T04:06:00.000Z,95138.74000000,95145.48000000,95138.74000000,95145.48000000,2.46260000
12-29-2024T04:09:00.000Z,95145.47000000,95182.21000000,95134.35000000,95182.20000000,8.73608000
12-29-2024T04:12:00.000Z,95182.20000000,95217.84000000,95182.20000000,95217.84000000,8.14186000
12-29-2024T04:15:00.000Z,95217.83000000,95283.99000000,95217.83000000,95267.48000000,7.81562000
12-29-2024T04:18:00.000Z,95267.48000000,95267.49000000,95200.00000000,95200.00000000,7.76293000
12-29-2024T04:21:00.000Z,95200.00000000,95206.91000000,95200.00000000,95200.00000000,12.47600000
12-29-2024T04:24:00.000Z,95200.00000000,95200.01000000,95130.80000000,95130.80000000,30.72215000
12-29-2024T04:27:00.000Z,95130.80000000,95154.05000000,95116.00000000,95145.82000000,27.96115000
12-29-2024T04:30:00.000Z,95145.82000000,95145.83000000,95123.02000000,95131.89000000,8.02550000
12-29-2024T04:33:00.000Z,95131.88000000,95159.49000000,95131.88000000,95159.48000000,13.96662000
12-29-2024T04:36:00.000Z,95159.49000000,95180.45000000,95082.79000000,95082.80000000,10.14241000
12-29-2024T04:39:00.000Z,95082.79000000,95082.79000000,95063.40000000,95063.40000000,18.51281000
12-29-2024T04:42:00.000Z,95063.41000000,95073.99000000,95063.40000000,95071.21000000,7.50229000
12-29-2024T04:45:00.000Z,95071.21000000,95107.93000000,95071.21000000,95073.00000000,19.37992000
12-29-2024T04:48:00.000Z,95073.01000000,95112.00000000,95073.00000000,95111.99000000,1.86887000
12-29-2024T04:51:00.000Z,95111.99000000,95112.00000000,95104.64000000,95104.65000000,2.64709000
